cust_number,clear_date,due_in_date,total_open_amount,cust_payment_terms,Delay,Weekday,cust_number_mean,cust_pt_mean,due_m,create_m,Aging bucket
0200772670,2020-04-29,2020-04-29,40171.8,NAU5,0,1,2.0064935064935066,2.1217532467532467,4,4,0-15 days
0200705372,2020-04-16,2020-04-16,84232.31,NAA8,0,2,0.7162162162162162,1.3544147208906758,4,4,0-15 days
0200769623,2020-05-10,2020-05-10,27054.75,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200794332,2020-04-17,2020-04-17,8034.94,NAAX,0,3,-0.2018348623853211,0.07539682539682539,4,4,0-15 days
0140104409,2020-03-14,2020-03-14,84353.45,CA10,0,0,2.2680722891566263,6.328484848484848,3,3,0-15 days
0200418007,2020-03-18,2020-03-18,3440.06,NAA8,0,1,-1.977591036414566,1.3544147208906758,3,3,0-15 days
0200793568,2020-03-26,2020-03-26,21353.21,NAA8,0,2,0.6987951807228916,1.3544147208906758,3,3,0-15 days
0200769623,2020-05-18,2020-05-18,6310.47,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200803720,2020-03-24,2020-03-24,12596.5,NAM4,0,5,1.420071105365223,1.420071105365223,3,3,0-15 days
0200769623,2020-04-16,2020-04-16,15115.71,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200726979,2020-04-22,2020-04-22,305.55,NAA8,0,1,0.9880952380952381,1.3544147208906758,4,4,0-15 days
0200782001,2020-04-30,2020-04-30,32874.23,NAA8,0,2,-0.5390070921985816,1.3544147208906758,4,4,0-15 days
0200769623,2020-05-18,2020-05-18,42574.04,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200723794,2020-05-02,2020-05-02,153716.88,NAA8,0,4,1.3548387096774193,1.3544147208906758,5,4,0-15 days
0200794332,2020-04-25,2020-04-25,24475.94,NAAX,0,4,-0.2018348623853211,0.07539682539682539,4,4,0-15 days
200739006,2020-03-20,2020-03-20,15039.16,NAA8,0,3,1.420071105365223,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-04,2020-04-04,36881.31,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200129450,2020-05-17,2020-05-17,92901.06,NAD5,0,4,4.666666666666667,8.409090909090908,5,4,0-15 days
200792734,2020-04-22,2020-04-22,1964.39,NAA8,0,1,8.88888888888889,1.3544147208906758,4,4,0-15 days
0200729942,2020-03-13,2020-03-13,21544.32,NAA8,0,3,0.059602649006622516,1.3544147208906758,3,2,0-15 days
200782001,2020-05-09,2020-05-09,26231.26,NAA8,0,4,-3.111111111111111,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-08,2020-05-08,1329.23,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200794332,2020-04-01,2020-04-01,44617.93,NAAX,0,1,-0.2018348623853211,0.07539682539682539,4,3,0-15 days
0200759878,2020-04-16,2020-04-16,30783.6,NAH4,0,2,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
0200974851,2020-04-15,2020-04-15,1289.47,NAD1,0,3,0.2132701421800948,0.27672955974842767,4,3,0-15 days
0140106181,2020-05-11,2020-05-11,19167.33,CA10,0,4,56.861111111111114,6.328484848484848,5,5,0-15 days
0200794332,2020-05-08,2020-05-08,2911.73,NAGD,0,2,-0.2018348623853211,-11.340659340659341,5,3,0-15 days
200726979,2020-04-01,2020-04-01,66.37,NAA8,0,1,0.6111111111111112,1.3544147208906758,4,3,0-15 days
0200799367,2020-05-08,2020-05-08,11534.46,NAA8,0,3,2.8860759493670884,1.3544147208906758,5,4,0-15 days
0200790107,2020-04-07,2020-04-07,49445.79,NAC6,0,0,0.4,0.6570702794242168,4,3,0-15 days
0200769623,2020-05-06,2020-05-06,52693.71,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200756072,2020-03-20,2020-03-20,26732.56,NAA8,0,3,3.389473684210526,1.3544147208906758,3,3,0-15 days
0200799367,2020-05-09,2020-05-09,537.4,NAGD,0,3,2.8860759493670884,-11.340659340659341,5,3,0-15 days
0200726025,2020-04-01,2020-04-01,37469.11,NAA8,0,1,-3.3636363636363638,1.3544147208906758,4,3,0-15 days
0140104409,2020-04-17,2020-04-17,66334.41,CA10,0,1,2.2680722891566263,6.328484848484848,4,3,0-15 days
0200759878,2020-04-09,2020-04-09,15005.29,NAH4,0,2,1.3376777251184835,-1.7752659574468086,4,3,0-15 days
0100053763,2020-04-26,2020-04-26,13739.13,NAVE,0,4,7.0,0.34234234234234234,4,3,0-15 days
0200756072,2020-06-21,2020-06-21,1.17,NAD5,0,4,3.389473684210526,8.409090909090908,6,5,0-15 days
0200769623,2020-05-14,2020-05-14,42094.19,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200762301,2020-04-28,2020-04-28,11926.33,NAC6,0,0,0.281648675171737,0.6570702794242168,4,4,0-15 days
0200769623,2020-04-30,2020-04-30,15342.13,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
CCCA02,2020-04-10,2020-04-10,14537.4,NAG2,0,4,9.753768844221106,8.60211800302572,4,3,0-15 days
200307138,2020-04-12,2020-04-12,58926.0,NAD5,0,4,-5.0,8.409090909090908,4,3,0-15 days
0200792293,2020-03-18,2020-03-18,4962.36,NAA8,0,1,1.8217821782178218,1.3544147208906758,3,3,0-15 days
0200705742,2020-03-30,2020-03-30,36885.0,NAD1,0,1,-7.0807692307692305,0.27672955974842767,3,3,0-15 days
0200772595,2020-04-03,2020-04-03,30450.6,NAA8,0,3,0.8494623655913979,1.3544147208906758,4,3,0-15 days
200704045,2020-04-15,2020-04-15,37617.63,NAA8,0,1,1.0,1.3544147208906758,4,3,0-15 days
0200712105,2020-05-13,2020-05-13,59843.48,NAA8,0,1,5.794117647058823,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-11,2020-05-11,5126.33,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200792734,2020-03-28,2020-03-28,135946.71,NAA8,0,4,3.3333333333333335,1.3544147208906758,3,3,0-15 days
0200820380,2020-05-13,2020-05-13,1467.16,NAGD,0,0,0.9672131147540983,-11.340659340659341,5,3,0-15 days
0200416837,2020-05-24,2020-05-24,793.0,NAM4,0,1,1.420071105365223,1.420071105365223,5,5,0-15 days
0140104409,2020-04-19,2020-04-19,22771.08,CA10,0,5,2.2680722891566263,6.328484848484848,4,4,0-15 days
0200726979,2020-04-16,2020-04-16,63.46,NAA8,0,2,0.9880952380952381,1.3544147208906758,4,4,0-15 days
0200726979,2020-05-10,2020-05-10,28966.98,NAGD,0,4,0.9880952380952381,-11.340659340659341,5,3,0-15 days
0200769623,2020-04-10,2020-04-10,3228.13,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-04-07,2020-04-07,28979.86,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200794332,2020-03-14,2020-03-14,8793.09,NAAX,0,4,-0.2018348623853211,0.07539682539682539,3,2,0-15 days
0200781803,2020-04-09,2020-04-09,15610.35,NAA8,0,2,0.5412844036697247,1.3544147208906758,4,3,0-15 days
0200793513,2020-05-01,2020-05-01,92714.45,NAA8,0,3,0.9384615384615385,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-13,2020-05-13,1414.68,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200749782,2020-03-16,2020-03-16,10691.84,NAA8,0,6,0.6046511627906976,1.3544147208906758,3,3,0-15 days
0200833713,2020-04-07,2020-04-07,3900.85,NAD1,0,2,1.1111111111111112,0.27672955974842767,4,3,0-15 days
0200769623,2020-04-27,2020-04-27,31802.45,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-03-24,2020-03-24,26901.32,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200761734,2020-05-05,2020-05-05,12834.36,NAA8,0,0,-2.7335907335907335,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-07,2020-05-07,1898.9,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0140104429,2020-05-15,2020-05-15,30191.94,CA10,0,6,3.5583941605839415,6.328484848484848,5,5,0-15 days
0200416837,2020-03-24,2020-03-24,4886.0,NAM4,0,2,1.420071105365223,1.420071105365223,3,3,0-15 days
0200418007,2020-05-08,2020-05-08,19548.6,NAA8,0,3,-1.977591036414566,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-02,2020-05-02,4896.04,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200762301,2020-04-16,2020-04-16,14642.09,NAC6,0,2,0.281648675171737,0.6570702794242168,4,4,0-15 days
200772670,2020-04-08,2020-04-08,19857.81,NAU5,0,1,2.8461538461538463,2.1217532467532467,4,3,0-15 days
0200705372,2020-05-19,2020-05-19,50505.22,NAA8,0,0,0.7162162162162162,1.3544147208906758,5,5,0-15 days
0200148860,2020-05-08,2020-05-08,42639.46,NAA8,0,3,-5.317073170731708,1.3544147208906758,5,4,0-15 days
0200729942,2020-04-16,2020-04-16,14298.9,NAA8,0,2,0.059602649006622516,1.3544147208906758,4,4,0-15 days
0200794332,2020-05-09,2020-05-09,81762.99,NAAX,0,4,-0.2018348623853211,0.07539682539682539,5,4,0-15 days
0200769623,2020-04-05,2020-04-05,60892.51,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200762301,2020-04-12,2020-04-12,3578.12,NAC6,0,5,0.281648675171737,0.6570702794242168,4,3,0-15 days
0200726979,2020-04-19,2020-04-19,157.77,NAA8,0,5,0.9880952380952381,1.3544147208906758,4,4,0-15 days
0200726979,2020-03-26,2020-03-26,905.15,NAA8,0,2,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0200723794,2020-05-08,2020-05-08,98630.47,NAA8,0,3,1.3548387096774193,1.3544147208906758,5,4,0-15 days
0200793088,2020-04-18,2020-04-18,17854.08,NAA8,0,4,-0.8409090909090909,1.3544147208906758,4,4,0-15 days
0200769623,2020-04-02,2020-04-02,4686.72,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200739534,2020-05-17,2020-05-17,17886.25,NAA8,0,5,1.0491803278688525,1.3544147208906758,5,5,0-15 days
0200806580,2020-05-07,2020-05-07,9381.23,NAA8,0,2,-5.518518518518518,1.3544147208906758,5,4,0-15 days
0200290370,2020-03-29,2020-03-29,23165.98,NAA8,0,5,2.789473684210526,1.3544147208906758,3,3,0-15 days
0200501669,2020-04-29,2020-04-29,9691.68,NAG2,0,2,6.444444444444445,8.60211800302572,4,3,0-15 days
0200769623,2020-04-11,2020-04-11,111.96,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
200726979,2020-04-01,2020-04-01,56501.84,NAA8,0,1,0.6111111111111112,1.3544147208906758,4,3,0-15 days
0200780383,2020-04-17,2020-04-17,120599.76,NAA8,0,3,1.4654654654654655,1.3544147208906758,4,4,0-15 days
0140104429,2020-04-19,2020-04-19,10686.38,CA10,0,1,3.5583941605839415,6.328484848484848,4,3,0-15 days
0140104429,2020-05-02,2020-05-02,75417.07,CA10,0,1,3.5583941605839415,6.328484848484848,5,4,0-15 days
0200769623,2020-03-27,2020-03-27,429.51,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200978592,2020-04-09,2020-04-09,75462.33,NAG2,0,3,6.815789473684211,8.60211800302572,4,3,0-15 days
200726979,2020-04-10,2020-04-10,1406.32,NAA8,0,3,0.6111111111111112,1.3544147208906758,4,3,0-15 days
0200705742,2020-03-31,2020-03-31,14265.98,NA32,0,4,-7.0807692307692305,-3.4711729622266403,3,2,0-15 days
0200744019,2020-04-03,2020-04-03,5582.43,NAA8,0,3,3.198996655518395,1.3544147208906758,4,3,0-15 days
0200759878,2020-04-23,2020-04-23,18900.98,NAH4,0,2,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
0100043936,2020-04-11,2020-04-11,18135.88,NA10,0,2,0.7222222222222222,3.743682310469314,4,4,0-15 days
140106408,2020-04-12,2020-04-12,46326.17,CA10,0,2,10.31578947368421,6.328484848484848,4,3,0-15 days
0200739006,2020-05-09,2020-05-09,38423.32,NAA8,0,4,-0.4177215189873418,1.3544147208906758,5,4,0-15 days
0200744019,2020-04-09,2020-04-09,16491.33,NAA8,0,2,3.198996655518395,1.3544147208906758,4,3,0-15 days
0200769623,2020-04-04,2020-04-04,8949.7,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
200769623,2020-04-24,2020-04-24,1898.9,NAH4,0,3,-2.2663817663817665,-1.7752659574468086,4,4,0-15 days
0200744019,2020-05-21,2020-05-21,83710.59,NAA8,0,2,3.198996655518395,1.3544147208906758,5,5,0-15 days
0200803720,2020-04-08,2020-04-08,156.6,NAM4,0,2,1.420071105365223,1.420071105365223,4,3,0-15 days
0140104440,2020-04-11,2020-04-11,120024.6,CA10,0,6,5.482352941176471,6.328484848484848,4,3,0-15 days
0200769623,2020-04-08,2020-04-08,37390.34,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0100043936,2020-05-09,2020-05-09,15026.34,NA10,0,2,0.7222222222222222,3.743682310469314,5,4,0-15 days
0200704858,2020-04-21,2020-04-21,38674.9,NAA8,0,0,-1.8121827411167513,1.3544147208906758,4,4,0-15 days
0200148860,2020-05-17,2020-05-17,38805.89,NAA8,0,5,-5.317073170731708,1.3544147208906758,5,5,0-15 days
0200769623,2020-04-14,2020-04-14,6807.46,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-04-11,2020-04-11,34991.85,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0140105686,2020-04-26,2020-04-26,1925.1,CA10,0,2,7.031818181818182,6.328484848484848,4,4,0-15 days
0200769623,2020-05-14,2020-05-14,26470.82,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200705742,2020-04-15,2020-04-15,102243.87,NAD1,0,3,-7.0807692307692305,0.27672955974842767,4,3,0-15 days
0200721222,2020-06-13,2020-06-13,16869.08,NAGD,0,3,3.0,-11.340659340659341,6,4,0-15 days
0200920735,2020-04-26,2020-04-26,61365.69,NAA8,0,5,0.7671232876712328,1.3544147208906758,4,4,0-15 days
0200759878,2020-03-18,2020-03-18,79403.55,NAH4,0,1,1.3376777251184835,-1.7752659574468086,3,3,0-15 days
0200418007,2020-05-02,2020-05-02,39902.83,NAA8,0,4,-1.977591036414566,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-06,2020-05-06,5863.64,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200875006,2020-05-20,2020-05-20,115294.38,NAA8,0,1,0.8,1.3544147208906758,5,5,0-15 days
0200230690,2020-03-08,2020-03-08,4841.19,NAM1,0,2,6.0,1.420071105365223,3,3,0-15 days
0200769623,2020-05-06,2020-05-06,52840.11,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-06,2020-05-06,68954.85,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200762301,2020-04-25,2020-04-25,21311.98,NAC6,0,4,0.281648675171737,0.6570702794242168,4,4,0-15 days
0200455322,2020-05-09,2020-05-09,61819.01,NAD5,0,3,14.0,8.409090909090908,5,4,0-15 days
0200769623,2020-05-18,2020-05-18,223.82,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200748108,2020-04-02,2020-04-02,58854.46,NAA8,0,2,0.821917808219178,1.3544147208906758,4,3,0-15 days
0140104429,2020-03-29,2020-03-29,1095.25,CA10,0,2,3.5583941605839415,6.328484848484848,3,3,0-15 days
200387798,2020-05-18,2020-05-18,11854.08,NABG,0,4,0.0,-3.0384615384615383,5,4,0-15 days
0200769623,2020-04-05,2020-04-05,70746.06,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-05-18,2020-05-18,12353.5,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200769623,2020-03-19,2020-03-19,7990.39,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200769623,2020-05-06,2020-05-06,2677.34,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200353024,2020-05-24,2020-05-24,186.56,NAM4,0,4,1.420071105365223,1.420071105365223,5,5,0-15 days
0200706844,2020-03-26,2020-03-26,4345.56,NAA8,0,2,0.20973782771535582,1.3544147208906758,3,3,0-15 days
200769623,2020-05-24,2020-05-24,661.11,NAH4,0,5,-2.2663817663817665,-1.7752659574468086,5,5,0-15 days
140104409,2020-04-10,2020-04-10,49791.25,CA10,0,1,2.380952380952381,6.328484848484848,4,3,0-15 days
0200759878,2020-04-21,2020-04-21,25262.11,NAH4,0,0,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-15,2020-05-15,53579.32,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-13,2020-05-13,14363.37,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200759878,2020-04-09,2020-04-09,27604.75,NAH4,0,2,1.3376777251184835,-1.7752659574468086,4,3,0-15 days
0140104440,2020-04-19,2020-04-19,93919.55,CA10,0,2,5.482352941176471,6.328484848484848,4,4,0-15 days
0200769623,2020-05-04,2020-05-04,23143.59,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-03-20,2020-03-20,33613.59,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200782001,2020-03-19,2020-03-19,49015.21,NAA8,0,2,-0.5390070921985816,1.3544147208906758,3,3,0-15 days
0200772670,2020-04-23,2020-04-23,89014.21,NAU5,0,2,2.0064935064935066,2.1217532467532467,4,4,0-15 days
0200750051,2020-04-17,2020-04-17,39850.31,NAA8,0,3,0.7647058823529411,1.3544147208906758,4,4,0-15 days
0200764795,2020-04-02,2020-04-02,38528.56,NAA8,0,2,1.3692307692307693,1.3544147208906758,4,3,0-15 days
0200739006,2020-05-13,2020-05-13,43483.61,NAA8,0,1,-0.4177215189873418,1.3544147208906758,5,4,0-15 days
0200754142,2020-03-28,2020-03-28,341.69,NAA8,0,4,1.420071105365223,1.3544147208906758,3,3,0-15 days
0200780383,2020-04-20,2020-04-20,82475.87,NAA8,0,6,1.4654654654654655,1.3544147208906758,4,4,0-15 days
200772670,2020-04-09,2020-04-09,155763.47,NAU5,0,2,2.8461538461538463,2.1217532467532467,4,3,0-15 days
0200230690,2020-04-23,2020-04-23,5510.37,NAM1,0,1,6.0,1.420071105365223,4,4,0-15 days
0200759878,2020-05-14,2020-05-14,13976.96,NAH4,0,2,1.3376777251184835,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-11,2020-05-11,287.41,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200900909,2020-03-29,2020-03-29,24236.51,NAA8,0,5,1.8,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-20,2020-04-20,36801.33,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200803720,2020-05-11,2020-05-11,7403.91,NAM2,0,3,1.420071105365223,1.420071105365223,5,5,0-15 days
0200148860,2020-05-21,2020-05-21,94045.2,NAA8,0,2,-5.317073170731708,1.3544147208906758,5,5,0-15 days
0200148860,2020-03-25,2020-03-25,111100.89,NAA8,0,1,-5.317073170731708,1.3544147208906758,3,3,0-15 days
0200769623,2020-03-14,2020-03-14,57240.2,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,2,0-15 days
0200769623,2020-05-09,2020-05-09,10172.28,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-01,2020-05-01,3112.24,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200726979,2020-03-25,2020-03-25,197.92,NAA8,0,1,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0200726979,2020-04-03,2020-04-03,1081.37,NAA8,0,3,0.9880952380952381,1.3544147208906758,4,3,0-15 days
0200769623,2020-05-04,2020-05-04,661.11,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-03-18,2020-03-18,433.09,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200772670,2020-04-17,2020-04-17,65771.15,NAU5,0,3,2.0064935064935066,2.1217532467532467,4,4,0-15 days
0140103409,2020-05-14,2020-05-14,13714.0,NAVE,0,1,-5.866666666666666,0.34234234234234234,5,4,0-15 days
0200769623,2020-04-04,2020-04-04,23614.21,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200729942,2020-03-25,2020-03-25,7678.88,NAA8,0,1,0.059602649006622516,1.3544147208906758,3,3,0-15 days
0200726979,2020-03-31,2020-03-31,435.95,NAA8,0,0,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0200704045,2020-05-06,2020-05-06,41434.83,NAA8,0,1,0.4954128440366973,1.3544147208906758,5,4,0-15 days
0140106372,2020-05-18,2020-05-18,27286.92,CA10,0,2,1.826086956521739,6.328484848484848,5,5,0-15 days
0200780383,2020-04-09,2020-04-09,13259.2,NAA8,0,2,1.4654654654654655,1.3544147208906758,4,3,0-15 days
0200705742,2020-05-20,2020-05-20,1326.96,NAAW,0,3,-7.0807692307692305,-15.473333333333333,5,4,0-15 days
0200726979,2020-04-16,2020-04-16,487.95,NAA8,0,2,0.9880952380952381,1.3544147208906758,4,4,0-15 days
0200762301,2020-04-11,2020-04-11,125021.18,NAC6,0,4,0.281648675171737,0.6570702794242168,4,3,0-15 days
0200895669,2020-05-13,2020-05-13,55605.59,C106,0,0,-0.14285714285714285,-0.07142857142857142,5,4,0-15 days
0200769623,2020-04-14,2020-04-14,2472.17,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200778870,2020-05-20,2020-05-20,19494.92,NAA8,0,1,5.894117647058824,1.3544147208906758,5,5,0-15 days
0200769623,2020-03-21,2020-03-21,348.49,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200803720,2020-05-09,2020-05-09,1627.22,NAM4,0,3,1.420071105365223,1.420071105365223,5,4,0-15 days
140106408,2020-04-28,2020-04-28,23819.76,CA10,0,4,10.31578947368421,6.328484848484848,4,4,0-15 days
0100047674,2020-05-09,2020-05-09,5040.12,NAD5,0,3,1.2,8.409090909090908,5,4,0-15 days
0200769623,2020-05-21,2020-05-21,47426.97,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
CCU013,2020-02-28,2020-02-28,37209.64,NAX2,0,4,44.602536997885835,45.639583333333334,2,2,0-15 days
0200759878,2020-04-19,2020-04-19,48131.75,NAH4,0,5,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
200726979,2020-04-02,2020-04-02,898.43,NAA8,0,2,0.6111111111111112,1.3544147208906758,4,3,0-15 days
0140106408,2020-04-12,2020-04-12,47188.5,CA10,0,2,9.36624203821656,6.328484848484848,4,4,0-15 days
200794332,2020-05-22,2020-05-22,1720.93,NAGD,0,2,-1.968503937007874,-11.340659340659341,5,3,0-15 days
0200726979,2020-04-11,2020-04-11,1131.92,NAA8,0,4,0.9880952380952381,1.3544147208906758,4,3,0-15 days
0200772670,2020-04-07,2020-04-07,6844.26,NAU5,0,0,2.0064935064935066,2.1217532467532467,4,3,0-15 days
CCU013,2020-03-05,2020-03-05,27.37,NAX2,0,3,44.602536997885835,45.639583333333334,3,3,0-15 days
0200786288,2020-05-05,2020-05-05,21950.12,NAC6,0,0,0.6285714285714286,0.6570702794242168,5,4,0-15 days
0200761734,2020-04-06,2020-04-06,88854.58,NAA8,0,6,-2.7335907335907335,1.3544147208906758,4,3,0-15 days
0100030194,2020-04-12,2020-04-12,3008.36,CA10,0,4,24.857142857142858,6.328484848484848,4,3,0-15 days
0200794332,2020-05-04,2020-05-04,17936.22,NAAX,0,6,-0.2018348623853211,0.07539682539682539,5,4,0-15 days
0200769623,2020-04-11,2020-04-11,35954.58,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200781831,2020-03-13,2020-03-13,69959.5,NAA8,0,3,2.391304347826087,1.3544147208906758,3,2,0-15 days
0200762301,2020-05-13,2020-05-13,74188.83,NAC6,0,1,0.281648675171737,0.6570702794242168,5,4,0-15 days
0200769623,2020-03-21,2020-03-21,15911.99,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0140104409,2020-03-19,2020-03-19,57836.25,CA10,0,3,2.2680722891566263,6.328484848484848,3,3,0-15 days
0140104409,2020-05-04,2020-05-04,31008.0,CA10,0,6,2.2680722891566263,6.328484848484848,5,4,0-15 days
100030194,2020-05-12,2020-05-12,4734.75,CA10,0,3,1.420071105365223,6.328484848484848,5,4,0-15 days
0200803720,2020-04-08,2020-04-08,21527.46,NAM1,0,4,1.420071105365223,1.420071105365223,4,4,0-15 days
0200769623,2020-04-12,2020-04-12,11474.71,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200418007,2020-05-12,2020-05-12,37286.28,NAA8,0,0,-1.977591036414566,1.3544147208906758,5,4,0-15 days
0200769623,2020-04-14,2020-04-14,8949.7,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200729942,2020-03-18,2020-03-18,12031.68,NAA8,0,1,0.059602649006622516,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-20,2020-04-20,446.22,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200721530,2020-05-20,2020-05-20,71169.83,NAA8,0,1,-8.333333333333334,1.3544147208906758,5,5,0-15 days
0140104423,2020-04-10,2020-04-10,116652.59,CA10,0,6,0.38392857142857145,6.328484848484848,4,3,0-15 days
0200769623,2020-04-26,2020-04-26,2321.7,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0140104409,2020-05-09,2020-05-09,7651.59,CA10,0,0,2.2680722891566263,6.328484848484848,5,4,0-15 days
200152991,2020-05-23,2020-05-23,4057.43,NAA8,0,4,-2.3333333333333335,1.3544147208906758,5,5,0-15 days
0200797984,2020-03-20,2020-03-20,20573.78,NAA8,0,3,0.38461538461538464,1.3544147208906758,3,3,0-15 days
200769623,2020-05-15,2020-05-15,5682.85,NAH4,0,3,-2.2663817663817665,-1.7752659574468086,5,4,0-15 days
0200726979,2020-03-31,2020-03-31,372.5,NAA8,0,0,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0140104409,2020-04-20,2020-04-20,60778.95,CA10,0,2,2.2680722891566263,6.328484848484848,4,4,0-15 days
0200752302,2020-05-13,2020-05-13,119340.96,NAA8,0,1,0.7407407407407407,1.3544147208906758,5,4,0-15 days
0200526831,2020-04-22,2020-04-22,82143.04,NAA8,0,1,0.3142857142857143,1.3544147208906758,4,4,0-15 days
0200769623,2020-03-17,2020-03-17,16087.47,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0140104240,2020-03-21,2020-03-21,14073.32,CA10,0,1,-1.0,6.328484848484848,3,3,0-15 days
200706844,2020-05-22,2020-05-22,50341.54,NAA8,0,3,0.8,1.3544147208906758,5,5,0-15 days
0200794332,2020-04-18,2020-04-18,16237.26,NAAX,0,4,-0.2018348623853211,0.07539682539682539,4,4,0-15 days
